Time,Accel_Z,Speed,Lat,Lon
1782467343.9141107,9.196128576660156,29.980176,11.086770833333333,106.62652766666666
1782467343.9834228,7.857769848632812,29.980176,11.086770833333333,106.62652766666666
1782467344.0445902,9.442731347656249,29.980176,11.086770833333333,106.62652766666666
1782467344.0870278,10.309432348632813,29.980176,11.086770833333333,106.62652766666666
1782467344.119162,9.212887988281249,29.980176,11.086770833333333,106.62652766666666
1782467344.1938107,8.243236315917969,29.980176,11.086770833333333,106.62652766666666
1782467344.2684457,8.911218579101561,29.980176,11.086770833333333,106.62652766666666
1782467344.3110013,8.480262280273436,29.980176,11.086770833333333,106.62652766666666
1782467344.3721306,9.368511096191405,29.980176,11.086770833333333,106.62652766666666
1782467344.40428,8.429984045410155,29.980176,11.086770833333333,106.62652766666666
1782467344.458213,8.427589843749999,29.980176,11.086770833333333,106.62652766666666
1782467344.5382152,8.710105639648438,29.598664,11.0866965,106.6265265
1782467344.5827496,8.882488159179687,29.598664,11.0866965,106.6265265
1782467344.6594608,8.12113203125,29.598664,11.0866965,106.6265265
1782467344.7174718,10.081983190917969,29.598664,11.0866965,106.6265265
1782467344.7650964,8.872911352539061,29.598664,11.0866965,106.6265265
1782467344.8293839,8.968679418945312,29.598664,11.0866965,106.6265265
1782467344.8812125,9.435548742675781,29.598664,11.0866965,106.6265265
1782467344.9558835,9.435548742675781,29.598664,11.0866965,106.6265265
1782467345.025336,8.183381274414062,29.598664,11.0866965,106.6265265
1782467345.0865047,8.262389929199218,29.598664,11.0866965,106.6265265
1782467345.1290119,8.781931689453124,29.598664,11.0866965,106.6265265
1782467345.161139,7.812280017089844,29.598664,11.0866965,106.6265265
1782467345.2358234,9.057264880371093,29.598664,11.0866965,106.6265265
1782467345.3104742,8.473079675292968,29.598664,11.0866965,106.6265265
1782467345.3529637,9.751583361816406,29.598664,11.0866965,106.6265265
1782467345.4141288,9.200916979980468,29.598664,11.0866965,106.6265265
1782467345.4462886,8.839392529296875,29.598664,11.0866965,106.6265265
1782467345.5001867,9.598354455566406,29.598664,11.0866965,106.6265265
1782467345.5802252,8.588001354980468,29.319012,11.086622833333333,106.626525
1782467345.624619,8.963891015625,29.319012,11.086622833333333,106.626525
1782467345.701461,9.090783703613281,29.319012,11.086622833333333,106.626525
1782467345.7594278,9.227253198242186,29.319012,11.086622833333333,106.626525
1782467345.8071005,8.451531860351562,29.319012,11.086622833333333,106.626525
1782467345.8713727,7.936778503417968,29.319012,11.086622833333333,106.626525
